"GEO_ID","POPGROUP","POPGROUP_LABEL","NAME","B25071_001E","B25071_001M"
"0500000US01057","002","White alone","Fayette County, Alabama","27.2","2.5"
"0500000US01059","002","White alone","Franklin County, Alabama","28.4","2.7"
"0500000US01061","002","White alone","Geneva County, Alabama","29.4","3.9"
"0500000US01063","002","White alone","Greene County, Alabama","50.0+","***"
"0500000US01065","002","White alone","Hale County, Alabama","23.8","5.8"
"0500000US01067","002","White alone","Henry County, Alabama","24.2","4.5"
"0500000US01069","002","White alone","Houston County, Alabama","25.9","1.2"
"0500000US01071","002","White alone","Jackson County, Alabama","25.1","2.7"
"0500000US01073","002","White alone","Jefferson County, Alabama","28.7","1.0"
"0500000US01075","002","White alone","Lamar County, Alabama","27.1","3.8"
"0500000US01077","002","White alone","Lauderdale County, Alabama","28.7","1.9"
"0500000US01079","002","White alone","Lawrence County, Alabama","24.3","2.3"
"0500000US01081","002","White alone","Lee County, Alabama","39.6","4.1"
"0500000US01083","002","White alone","Limestone County, Alabama","27.5","2.9"
"0500000US01085","002","White alone","Lowndes County, Alabama","19.5","25.5"
"0500000US01087","002","White alone","Macon County, Alabama","23.6","4.9"
"0500000US01089","002","White alone","Madison County, Alabama","25.5","0.9"
"0500000US01091","002","White alone","Marengo County, Alabama","26.1","6.1"
"0500000US01093","002","White alone","Marion County, Alabama","29.6","2.4"
"0500000US01095","002","White alone","Marshall County, Alabama","27.6","1.5"
"0500000US01097","002","White alone","Mobile County, Alabama","28.9","1.1"
"0500000US01099","002","White alone","Monroe County, Alabama","22.9","2.9"
"0500000US01101","002","White alone","Montgomery County, Alabama","26.3","1.3"
"0500000US01103","002","White alone","Morgan County, Alabama","25.5","1.7"
"0500000US01105","002","White alone","Perry County, Alabama","14.7","33.6"
"0500000US01107","002","White alone","Pickens County, Alabama","23.0","3.4"
"0500000US01109","002","White alone","Pike County, Alabama","34.4","4.1"
"0500000US01111","002","White alone","Randolph County, Alabama","31.5","4.1"
"0500000US01113","002","White alone","Russell County, Alabama","27.2","2.4"
"0500000US01115","002","White alone","St. Clair County, Alabama","25.1","3.7"
"0500000US01117","002","White alone","Shelby County, Alabama","27.1","2.1"
"0500000US01119","002","White alone","Sumter County, Alabama","50.0+","***"
"0500000US01121","002","White alone","Talladega County, Alabama","28.7","1.9"
"0500000US01123","002","White alone","Tallapoosa County, Alabama","32.9","2.2"
"0500000US01125","002","White alone","Tuscaloosa County, Alabama","29.4","2.1"
"0500000US01127","002","White alone","Walker County, Alabama","30.3","2.7"
"0500000US01129","002","White alone","Washington County, Alabama","24.4","9.3"
"0500000US01131","002","White alone","Wilcox County, Alabama","25.8","3.8"
"0500000US01133","002","White alone","Winston County, Alabama","26.5","3.7"
"0500000US02013","002","White alone","Aleutians East Borough, Alaska","18.9","1.8"
"0500000US02016","002","White alone","Aleutians West Census Area, Alaska","18.7","1.5"
"0500000US02020","002","White alone","Anchorage Municipality, Alaska","27.5","0.8"
"0500000US02050","002","White alone","Bethel Census Area, Alaska","22.1","5.8"
"0500000US02060","002","White alone","Bristol Bay Borough, Alaska","21.5","2.1"
"0500000US02068","002","White alone","Denali Borough, Alaska","12.7","2.2"
"0500000US02070","002","White alone","Dillingham Census Area, Alaska","21.0","4.5"
"0500000US02090","002","White alone","Fairbanks North Star Borough, Alaska","29.9","1.6"
"0500000US02100","002","White alone","Haines Borough, Alaska","26.9","4.6"
"0500000US02105","002","White alone","Hoonah-Angoon Census Area, Alaska","21.0","3.9"
"0500000US02110","002","White alone","Juneau City and Borough, Alaska","23.6","1.6"
"0500000US02122","002","White alone","Kenai Peninsula Borough, Alaska","26.2","2.0"
"0500000US02130","002","White alone","Ketchikan Gateway Borough, Alaska","27.8","2.3"
"0500000US02150","002","White alone","Kodiak Island Borough, Alaska","30.3","11.8"
"0500000US02158","002","White alone","Kusilvak Census Area, Alaska","10.0-","***"
"0500000US02164","002","White alone","Lake and Peninsula Borough, Alaska","13.1","2.5"
"0500000US02170","002","White alone","Matanuska-Susitna Borough, Alaska","28.4","1.1"
"0500000US02180","002","White alone","Nome Census Area, Alaska","23.0","3.9"
"0500000US02185","002","White alone","North Slope Borough, Alaska","14.2","8.7"
"0500000US02188","002","White alone","Northwest Arctic Borough, Alaska","15.1","1.9"
"0500000US02195","002","White alone","Petersburg Borough, Alaska","25.5","5.1"
"0500000US02198","002","White alone","Prince of Wales-Hyder Census Area, Alaska","26.0","4.7"
"0500000US02220","002","White alone","Sitka City and Borough, Alaska","24.6","1.5"
"0500000US02230","002","White alone","Skagway Municipality, Alaska","20.1","2.2"
"0500000US02240","002","White alone","Southeast Fairbanks Census Area, Alaska","21.6","5.8"
"0500000US02261","002","White alone","Valdez-Cordova Census Area, Alaska","25.3","9.3"
"0500000US02275","002","White alone","Wrangell City and Borough, Alaska","26.4","5.8"
"0500000US02282","002","White alone","Yakutat City and Borough, Alaska","25.3","5.4"
"0500000US02290","002","White alone","Yukon-Koyukuk Census Area, Alaska","18.9","2.3"
"0500000US04001","002","White alone","Apache County, Arizona","21.2","4.4"
"0500000US04003","002","White alone","Cochise County, Arizona","30.4","1.8"
"0500000US04005","002","White alone","Coconino County, Arizona","33.8","1.7"
"0500000US04007","002","White alone","Gila County, Arizona","29.8","3.4"
"0500000US04009","002","White alone","Graham County, Arizona","27.6","3.3"
"0500000US04011","002","White alone","Greenlee County, Arizona","10.0-","***"
"0500000US04012","002","White alone","La Paz County, Arizona","28.5","3.8"
"0500000US04013","002","White alone","Maricopa County, Arizona","29.6","0.3"
"0500000US04015","002","White alone","Mohave County, Arizona","30.1","1.5"
"0500000US04017","002","White alone","Navajo County, Arizona","29.5","1.9"
"0500000US04019","002","White alone","Pima County, Arizona","31.4","0.7"
"0500000US04021","002","White alone","Pinal County, Arizona","28.9","1.0"
"0500000US04023","002","White alone","Santa Cruz County, Arizona","27.7","2.6"
"0500000US04025","002","White alone","Yavapai County, Arizona","31.8","1.6"
"0500000US04027","002","White alone","Yuma County, Arizona","30.1","1.8"
"0500000US05001","002","White alone","Arkansas County, Arkansas","25.0","4.2"
"0500000US05003","002","White alone","Ashley County, Arkansas","26.4","3.1"
"0500000US05005","002","White alone","Baxter County, Arkansas","29.5","2.9"
"0500000US05007","002","White alone","Benton County, Arkansas","25.4","1.2"
"0500000US05009","002","White alone","Boone County, Arkansas","28.4","1.8"
"0500000US05011","002","White alone","Bradley County, Arkansas","33.0","4.4"
"0500000US05013","002","White alone","Calhoun County, Arkansas","31.1","8.8"
"0500000US05015","002","White alone","Carroll County, Arkansas","25.9","3.2"
"0500000US05017","002","White alone","Chicot County, Arkansas","26.2","7.6"
"0500000US05019","002","White alone","Clark County, Arkansas","30.3","3.5"
"0500000US05021","002","White alone","Clay County, Arkansas","32.5","2.2"
"0500000US05023","002","White alone","Cleburne County, Arkansas","28.6","3.2"
"0500000US05025","002","White alone","Cleveland County, Arkansas","21.8","3.7"
"0500000US05027","002","White alone","Columbia County, Arkansas","28.1","4.2"
"0500000US05029","002","White alone","Conway County, Arkansas","38.9","8.6"
"0500000US05031","002","White alone","Craighead County, Arkansas","29.3","1.7"
"0500000US05033","002","White alone","Crawford County, Arkansas","28.5","1.9"
"0500000US05035","002","White alone","Crittenden County, Arkansas","25.2","3.1"
"0500000US05037","002","White alone","Cross County, Arkansas","27.0","2.3"
"0500000US05039","002","White alone","Dallas County, Arkansas","26.7","2.8"
"0500000US05041","002","White alone","Desha County, Arkansas","21.2","3.0"
"0500000US05043","002","White alone","Drew County, Arkansas","35.5","7.2"
"0500000US05045","002","White alone","Faulkner County, Arkansas","26.8","1.9"
"0500000US05047","002","White alone","Franklin County, Arkansas","29.2","5.6"
"0500000US05049","002","White alone","Fulton County, Arkansas","31.5","3.4"
"0500000US05051","002","White alone","Garland County, Arkansas","31.0","2.1"
"0500000US05053","002","White alone","Grant County, Arkansas","23.9","3.0"
"0500000US05055","002","White alone","Greene County, Arkansas","28.2","2.9"
"0500000US05057","002","White alone","Hempstead County, Arkansas","32.4","2.1"
"0500000US05059","002","White alone","Hot Spring County, Arkansas","31.7","6.6"
"0500000US05061","002","White alone","Howard County, Arkansas","21.6","3.8"
"0500000US05063","002","White alone","Independence County, Arkansas","29.8","2.7"
"0500000US05065","002","White alone","Izard County, Arkansas","33.4","3.4"
"0500000US05067","002","White alone","Jackson County, Arkansas","28.2","2.9"
"0500000US05069","002","White alone","Jefferson County, Arkansas","27.0","4.6"
"0500000US05071","002","White alone","Johnson County, Arkansas","30.5","3.7"
"0500000US05073","002","White alone","Lafayette County, Arkansas","19.6","6.0"
"0500000US05075","002","White alone","Lawrence County, Arkansas","28.4","2.4"
"0500000US05077","002","White alone","Lee County, Arkansas","20.0","8.0"
"0500000US05079","002","White alone","Lincoln County, Arkansas","26.9","4.7"
"0500000US05081","002","White alone","Little River County, Arkansas","30.4","3.5"
"0500000US05083","002","White alone","Logan County, Arkansas","26.2","3.7"
"0500000US05085","002","White alone","Lonoke County, Arkansas","25.4","1.9"
"0500000US05087","002","White alone","Madison County, Arkansas","30.3","6.5"
"0500000US05089","002","White alone","Marion County, Arkansas","30.2","3.5"
"0500000US05091","002","White alone","Miller County, Arkansas","26.8","1.6"
"0500000US05093","002","White alone","Mississippi County, Arkansas","25.4","3.1"
"0500000US05095","002","White alone","Monroe County, Arkansas","24.1","5.0"
"0500000US05097","002","White alone","Montgomery County, Arkansas","25.9","4.9"
"0500000US05099","002","White alone","Nevada County, Arkansas","32.7","2.9"
"0500000US05101","002","White alone","Newton County, Arkansas","21.5","9.2"
"0500000US05103","002","White alone","Ouachita County, Arkansas","27.2","2.3"
"0500000US05105","002","White alone","Perry County, Arkansas","23.2","2.9"
"0500000US05107","002","White alone","Phillips County, Arkansas","25.4","3.0"
"0500000US05109","002","White alone","Pike County, Arkansas","25.6","3.7"
"0500000US05111","002","White alone","Poinsett County, Arkansas","28.6","2.9"
"0500000US05113","002","White alone","Polk County, Arkansas","25.4","4.7"
"0500000US05115","002","White alone","Pope County, Arkansas","29.3","2.2"
"0500000US05117","002","White alone","Prairie County, Arkansas","29.4","5.0"
"0500000US05119","002","White alone","Pulaski County, Arkansas","27.1","0.8"
"0500000US05121","002","White alone","Randolph County, Arkansas","31.3","4.2"
"0500000US05123","002","White alone","St. Francis County, Arkansas","25.2","4.0"
"0500000US05125","002","White alone","Saline County, Arkansas","25.7","1.8"
"0500000US05127","002","White alone","Scott County, Arkansas","31.9","4.5"
"0500000US05129","002","White alone","Searcy County, Arkansas","34.2","7.7"
"0500000US05131","002","White alone","Sebastian County, Arkansas","28.7","1.7"
"0500000US05133","002","White alone","Sevier County, Arkansas","28.1","5.0"
"0500000US05135","002","White alone","Sharp County, Arkansas","33.4","3.2"
"0500000US05137","002","White alone","Stone County, Arkansas","27.7","2.9"
"0500000US05139","002","White alone","Union County, Arkansas","26.6","3.7"
"0500000US05141","002","White alone","Van Buren County, Arkansas","32.0","3.9"
"0500000US05143","002","White alone","Washington County, Arkansas","29.5","1.0"
"0500000US05145","002","White alone","White County, Arkansas","29.8","1.7"
"0500000US05147","002","White alone","Woodruff County, Arkansas","32.2","5.2"
"0500000US05149","002","White alone","Yell County, Arkansas","23.7","5.0"
"0500000US06001","002","White alone","Alameda County, California","29.6","0.4"
"0500000US06003","002","White alone","Alpine County, California","39.0","11.3"
"0500000US06005","002","White alone","Amador County, California","36.4","4.8"
"0500000US06007","002","White alone","Butte County, California","36.7","1.6"
"0500000US06009","002","White alone","Calaveras County, California","32.0","2.9"
"0500000US06011","002","White alone","Colusa County, California","27.6","1.4"
"0500000US06013","002","White alone","Contra Costa County, California","31.5","0.8"
"0500000US06015","002","White alone","Del Norte County, California","29.7","2.7"
"0500000US06017","002","White alone","El Dorado County, California","31.7","1.8"
"0500000US06019","002","White alone","Fresno County, California","33.7","0.7"
"0500000US06021","002","White alone","Glenn County, California","29.9","4.2"
"0500000US06023","002","White alone","Humboldt County, California","36.1","1.6"
"0500000US06025","002","White alone","Imperial County, California","33.7","1.8"
"0500000US06027","002","White alone","Inyo County, California","29.8","2.7"
"0500000US06029","002","White alone","Kern County, California","32.3","0.7"
"0500000US06031","002","White alone","Kings County, California","30.4","1.5"
"0500000US06033","002","White alone","Lake County, California","39.7","3.6"
"0500000US06035","002","White alone","Lassen County, California","31.7","3.9"
"0500000US06037","002","White alone","Los Angeles County, California","34.4","0.2"
"0500000US06039","002","White alone","Madera County, California","31.5","2.1"
"0500000US06041","002","White alone","Marin County, California","31.1","1.2"
"0500000US06043","002","White alone","Mariposa County, California","27.1","2.9"
"0500000US06045","002","White alone","Mendocino County, California","36.3","2.6"
"0500000US06047","002","White alone","Merced County, California","32.9","1.5"
"0500000US06049","002","White alone","Modoc County, California","37.0","9.2"
"0500000US06051","002","White alone","Mono County, California","22.9","3.7"
"0500000US06053","002","White alone","Monterey County, California","33.2","0.7"
"0500000US06055","002","White alone","Napa County, California","32.1","1.3"
"0500000US06057","002","White alone","Nevada County, California","35.4","2.7"
"0500000US06059","002","White alone","Orange County, California","33.4","0.3"
"0500000US06061","002","White alone","Placer County, California","32.0","0.9"
"0500000US06063","002","White alone","Plumas County, California","29.3","4.4"
"0500000US06065","002","White alone","Riverside County, California","34.6","0.5"
"0500000US06067","002","White alone","Sacramento County, California","31.8","0.6"
"0500000US06069","002","White alone","San Benito County, California","32.1","2.6"
"0500000US06071","002","White alone","San Bernardino County, California","34.7","0.6"
"0500000US06073","002","White alone","San Diego County, California","33.6","0.3"
"0500000US06075","002","White alone","San Francisco County, California","25.6","0.4"
"0500000US06077","002","White alone","San Joaquin County, California","33.4","0.7"
"0500000US06079","002","White alone","San Luis Obispo County, California","34.0","1.1"
"0500000US06081","002","White alone","San Mateo County, California","30.4","0.7"
"0500000US06083","002","White alone","Santa Barbara County, California","33.6","0.7"
"0500000US06085","002","White alone","Santa Clara County, California","29.6","0.5"
"0500000US06087","002","White alone","Santa Cruz County, California","36.1","1.2"
"0500000US06089","002","White alone","Shasta County, California","34.8","1.3"
"0500000US06091","002","White alone","Sierra County, California","34.3","3.5"
"0500000US06093","002","White alone","Siskiyou County, California","34.9","3.1"
"0500000US06095","002","White alone","Solano County, California","32.8","1.0"
"0500000US06097","002","White alone","Sonoma County, California","33.0","0.9"
"0500000US06099","002","White alone","Stanislaus County, California","33.7","0.9"
"0500000US06101","002","White alone","Sutter County, California","32.9","1.4"
"0500000US06103","002","White alone","Tehama County, California","32.4","1.5"
"0500000US06105","002","White alone","Trinity County, California","32.9","2.6"
"0500000US06107","002","White alone","Tulare County, California","33.2","1.0"
"0500000US06109","002","White alone","Tuolumne County, California","34.1","1.9"
"0500000US06111","002","White alone","Ventura County, California","35.0","0.7"
"0500000US06113","002","White alone","Yolo County, California","35.2","1.4"
"0500000US06115","002","White alone","Yuba County, California","34.4","2.6"
"0500000US08001","002","White alone","Adams County, Colorado","30.7","0.8"
"0500000US08003","002","White alone","Alamosa County, Colorado","32.9","3.0"
"0500000US08005","002","White alone","Arapahoe County, Colorado","30.4","0.7"
"0500000US08007","002","White alone","Archuleta County, Colorado","30.6","6.4"
"0500000US08009","002","White alone","Baca County, Colorado","27.2","3.9"
"0500000US08011","002","White alone","Bent County, Colorado","33.0","5.5"
"0500000US08013","002","White alone","Boulder County, Colorado","34.9","1.2"
"0500000US08014","002","White alone","Broomfield County, Colorado","27.2","1.5"
"0500000US08015","002","White alone","Chaffee County, Colorado","29.3","3.8"
"0500000US08017","002","White alone","Cheyenne County, Colorado","18.3","2.3"
"0500000US08019","002","White alone","Clear Creek County, Colorado","26.2","3.6"
"0500000US08021","002","White alone","Conejos County, Colorado","29.7","2.3"
"0500000US08023","002","White alone","Costilla County, Colorado","35.0","6.3"
"0500000US08025","002","White alone","Crowley County, Colorado","30.6","6.8"
"0500000US08027","002","White alone","Custer County, Colorado","40.9","20.3"
"0500000US08029","002","White alone","Delta County, Colorado","32.2","3.6"
"0500000US08031","002","White alone","Denver County, Colorado","28.4","0.5"
"0500000US08033","002","White alone","Dolores County, Colorado","31.1","8.9"
"0500000US08035","002","White alone","Douglas County, Colorado","27.2","1.0"
"0500000US08037","002","White alone","Eagle County, Colorado","28.6","2.3"
"0500000US08039","002","White alone","Elbert County, Colorado","28.5","2.0"
"0500000US08041","002","White alone","El Paso County, Colorado","29.8","0.6"
"0500000US08043","002","White alone","Fremont County, Colorado","29.5","2.7"
"0500000US08045","002","White alone","Garfield County, Colorado","29.9","2.0"
"0500000US08047","002","White alone","Gilpin County, Colorado","27.4","8.8"
"0500000US08049","002","White alone","Grand County, Colorado","23.8","3.5"
"0500000US08051","002","White alone","Gunnison County, Colorado","32.4","2.1"
"0500000US08053","002","White alone","Hinsdale County, Colorado","23.3","7.3"
"0500000US08055","002","White alone","Huerfano County, Colorado","37.3","8.2"
"0500000US08057","002","White alone","Jackson County, Colorado","22.0","13.2"
"0500000US08059","002","White alone","Jefferson County, Colorado","29.7","0.6"
"0500000US08061","002","White alone","Kiowa County, Colorado","19.0","2.5"
"0500000US08063","002","White alone","Kit Carson County, Colorado","26.9","3.7"
"0500000US08065","002","White alone","Lake County, Colorado","24.1","3.6"
"0500000US08067","002","White alone","La Plata County, Colorado","30.7","1.9"
"0500000US08069","002","White alone","Larimer County, Colorado","34.1","1.1"
"0500000US08071","002","White alone","Las Animas County, Colorado","27.2","5.3"
"0500000US08073","002","White alone","Lincoln County, Colorado","30.2","4.4"
"0500000US08075","002","White alone","Logan County, Colorado","28.0","2.9"
"0500000US08077","002","White alone","Mesa County, Colorado","32.3","1.8"
"0500000US08079","002","White alone","Mineral County, Colorado","36.5","27.6"
"0500000US08081","002","White alone","Moffat County, Colorado","27.7","3.6"
"0500000US08083","002","White alone","Montezuma County, Colorado","29.6","3.5"
"0500000US08085","002","White alone","Montrose County, Colorado","30.8","3.1"
"0500000US08087","002","White alone","Morgan County, Colorado","26.4","2.6"
"0500000US08089","002","White alone","Otero County, Colorado","32.7","2.7"
"0500000US08091","002","White alone","Ouray County, Colorado","24.9","6.3"
"0500000US08093","002","White alone","Park County, Colorado","33.2","7.0"
"0500000US08095","002","White alone","Phillips County, Colorado","23.0","5.5"
"0500000US08097","002","White alone","Pitkin County, Colorado","26.5","2.8"
"0500000US08099","002","White alone","Prowers County, Colorado","31.0","3.5"
"0500000US08101","002","White alone","Pueblo County, Colorado","32.8","1.3"
"0500000US08103","002","White alone","Rio Blanco County, Colorado","20.0","5.5"
"0500000US08105","002","White alone","Rio Grande County, Colorado","23.4","2.6"
"0500000US08107","002","White alone","Routt County, Colorado","30.6","4.4"
"0500000US08109","002","White alone","Saguache County, Colorado","29.1","2.5"
"0500000US08111","002","White alone","San Juan County, Colorado","33.2","6.3"
"0500000US08113","002","White alone","San Miguel County, Colorado","31.7","3.2"
"0500000US08115","002","White alone","Sedgwick County, Colorado","22.8","4.3"
"0500000US08117","002","White alone","Summit County, Colorado","29.2","3.8"
"0500000US08119","002","White alone","Teller County, Colorado","32.7","5.0"
"0500000US08121","002","White alone","Washington County, Colorado","22.1","3.9"
"0500000US08123","002","White alone","Weld County, Colorado","30.0","1.1"
"0500000US08125","002","White alone","Yuma County, Colorado","26.3","4.8"
"0500000US09001","002","White alone","Fairfield County, Connecticut","30.9","0.7"
"0500000US09003","002","White alone","Hartford County, Connecticut","29.5","0.5"
"0500000US09005","002","White alone","Litchfield County, Connecticut","29.1","1.2"
"0500000US09007","002","White alone","Middlesex County, Connecticut","29.4","1.2"
"0500000US09009","002","White alone","New Haven County, Connecticut","31.8","0.6"
"0500000US09011","002","White alone","New London County, Connecticut","29.9","0.9"
"0500000US09013","002","White alone","Tolland County, Connecticut","30.8","1.9"
"0500000US09015","002","White alone","Windham County, Connecticut","31.3","1.5"
"0500000US10001","002","White alone","Kent County, Delaware","30.2","1.7"
"0500000US10003","002","White alone","New Castle County, Delaware","29.1","0.8"
"0500000US10005","002","White alone","Sussex County, Delaware","29.1","1.2"
"0500000US11001","002","White alone","District of Columbia, District of Columbia","26.6","0.5"
"0500000US12001","002","White alone","Alachua County, Florida","35.0","1.7"
"0500000US12003","002","White alone","Baker County, Florida","32.3","8.8"
"0500000US12005","002","White alone","Bay County, Florida","30.8","1.7"
"0500000US12007","002","White alone","Bradford County, Florida","31.0","4.8"
"0500000US12009","002","White alone","Brevard County, Florida","31.0","0.9"
"0500000US12011","002","White alone","Broward County, Florida","34.2","0.5"
"0500000US12013","002","White alone","Calhoun County, Florida","35.1","11.4"
"0500000US12015","002","White alone","Charlotte County, Florida","32.8","2.0"
"0500000US12017","002","White alone","Citrus County, Florida","33.7","2.0"
"0500000US12019","002","White alone","Clay County, Florida","28.5","1.4"
"0500000US12021","002","White alone","Collier County, Florida","32.5","1.0"
"0500000US12023","002","White alone","Columbia County, Florida","26.6","1.5"
"0500000US12027","002","White alone","DeSoto County, Florida","28.3","3.5"
"0500000US12029","002","White alone","Dixie County, Florida","31.2","7.3"
"0500000US12031","002","White alone","Duval County, Florida","30.6","0.9"
"0500000US12033","002","White alone","Escambia County, Florida","28.9","0.7"
"0500000US12035","002","White alone","Flagler County, Florida","28.3","2.0"
"0500000US12037","002","White alone","Franklin County, Florida","24.6","4.5"
"0500000US12039","002","White alone","Gadsden County, Florida","27.7","9.2"
"0500000US12041","002","White alone","Gilchrist County, Florida","29.8","4.8"
"0500000US12043","002","White alone","Glades County, Florida","31.7","5.3"
"0500000US12045","002","White alone","Gulf County, Florida","29.2","3.3"
"0500000US12047","002","White alone","Hamilton County, Florida","29.7","7.6"
"0500000US12049","002","White alone","Hardee County, Florida","28.6","3.0"
"0500000US12051","002","White alone","Hendry County, Florida","26.0","4.4"
"0500000US12053","002","White alone","Hernando County, Florida","32.7","1.9"
"0500000US12055","002","White alone","Highlands County, Florida","31.9","2.2"
"0500000US12057","002","White alone","Hillsborough County, Florida","31.0","0.6"
"0500000US12059","002","White alone","Holmes County, Florida","32.7","7.1"
"0500000US12061","002","White alone","Indian River County, Florida","33.7","1.8"
"0500000US12063","002","White alone","Jackson County, Florida","28.0","4.0"
"0500000US12065","002","White alone","Jefferson County, Florida","27.5","10.6"
"0500000US12067","002","White alone","Lafayette County, Florida","26.8","4.1"
"0500000US12069","002","White alone","Lake County, Florida","32.8","1.5"
"0500000US12071","002","White alone","Lee County, Florida","31.1","0.9"
"0500000US12073","002","White alone","Leon County, Florida","34.3","1.1"
"0500000US12075","002","White alone","Levy County, Florida","29.4","3.6"
"0500000US12077","002","White alone","Liberty County, Florida","21.5","3.0"
"0500000US12079","002","White alone","Madison County, Florida","38.8","7.0"
"0500000US12081","002","White alone","Manatee County, Florida","32.1","1.0"
"0500000US12083","002","White alone","Marion County, Florida","32.1","1.6"
"0500000US12085","002","White alone","Martin County, Florida","32.2","1.8"
"0500000US12086","002","White alone","Miami-Dade County, Florida","39.3","0.5"
"0500000US12087","002","White alone","Monroe County, Florida","35.0","1.5"
"0500000US12089","002","White alone","Nassau County, Florida","30.6","2.2"
"0500000US12091","002","White alone","Okaloosa County, Florida","29.5","1.1"
"0500000US12093","002","White alone","Okeechobee County, Florida","30.5","3.0"
"0500000US12095","002","White alone","Orange County, Florida","33.2","0.6"
"0500000US12097","002","White alone","Osceola County, Florida","35.2","1.7"
"0500000US12099","002","White alone","Palm Beach County, Florida","34.9","0.7"
"0500000US12101","002","White alone","Pasco County, Florida","32.2","1.1"
"0500000US12103","002","White alone","Pinellas County, Florida","31.7","0.6"
"0500000US12105","002","White alone","Polk County, Florida","30.2","0.9"
"0500000US12107","002","White alone","Putnam County, Florida","33.5","4.0"
"0500000US12109","002","White alone","St. Johns County, Florida","31.0","2.0"
"0500000US12111","002","White alone","St. Lucie County, Florida","34.7","1.7"
"0500000US12113","002","White alone","Santa Rosa County, Florida","28.3","1.3"
"0500000US12115","002","White alone","Sarasota County, Florida","31.2","1.0"
"0500000US12117","002","White alone","Seminole County, Florida","31.4","1.3"
"0500000US12119","002","White alone","Sumter County, Florida","28.8","4.1"
"0500000US12121","002","White alone","Suwannee County, Florida","28.3","2.3"
"0500000US12123","002","White alone","Taylor County, Florida","25.0","4.3"
"0500000US12125","002","White alone","Union County, Florida","23.1","1.9"
"0500000US12127","002","White alone","Volusia County, Florida","35.2","1.0"
"0500000US12129","002","White alone","Wakulla County, Florida","29.3","5.0"
"0500000US12131","002","White alone","Walton County, Florida","33.2","3.1"
"0500000US12133","002","White alone","Washington County, Florida","35.1","9.1"
"0500000US13001","002","White alone","Appling County, Georgia","19.1","3.6"
"0500000US13003","002","White alone","Atkinson County, Georgia","25.9","6.1"
"0500000US13005","002","White alone","Bacon County, Georgia","27.0","4.6"
"0500000US13007","002","White alone","Baker County, Georgia","36.4","5.0"
"0500000US13009","002","White alone","Baldwin County, Georgia","41.0","5.8"
"0500000US13011","002","White alone","Banks County, Georgia","36.0","6.9"
"0500000US13013","002","White alone","Barrow County, Georgia","28.8","1.8"
"0500000US13015","002","White alone","Bartow County, Georgia","26.6","1.9"
"0500000US13017","002","White alone","Ben Hill County, Georgia","28.5","4.4"
"0500000US13019","002","White alone","Berrien County, Georgia","30.6","6.2"
"0500000US13021","002","White alone","Bibb County, Georgia","32.6","2.0"
"0500000US13023","002","White alone","Bleckley County, Georgia","25.7","5.8"
"0500000US13025","002","White alone","Brantley County, Georgia","25.9","3.5"
"0500000US13033","002","White alone","Burke County, Georgia","28.8","10.7"
"0500000US13027","002","White alone","Brooks County, Georgia","23.5","8.1"
"0500000US13029","002","White alone","Bryan County, Georgia","28.6","1.5"
"0500000US13031","002","White alone","Bulloch County, Georgia","39.2","5.2"
"0500000US13035","002","White alone","Butts County, Georgia","28.8","8.1"
